Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,No_Parking_spots,Total_house_Area,House_Age,No_Years_Last_Upgrade
207,20,2,40.0,13673,1,2,0,3,0,1,0,17,4,0,0,2,5,5,0,0,3,3,2,0.0,3,1,1,3,2,3,5,0,0,0,1140,1140,0,3,1,3,0,1696,0,0,1,1,3,1,3,8,3,1,4,0,1962.0,1,2,3,2,0,30,0,0,0,0,0,4,1,0,3,8,3,143900,349.0,1696,45,45
210,20,2,75.0,8250,1,2,3,3,0,4,0,10,2,0,0,2,6,7,2,0,3,3,3,260.0,3,2,1,2,2,3,4,787,0,0,305,1092,0,0,1,3,0,1092,1,0,1,0,3,1,3,6,4,0,5,0,1964.0,1,2,1,2,0,0,0,0,0,0,0,2,1,0,7,8,3,145000,252.0,1092,44,44
212,20,2,83.0,10420,1,2,3,3,0,0,0,5,2,0,0,2,6,5,0,0,7,9,2,0.0,3,2,2,2,2,2,2,36,0,0,1176,1212,0,0,1,3,0,1212,0,0,2,0,3,1,2,6,4,0,5,0,2009.0,1,2,3,2,100,22,0,0,0,0,0,4,1,0,3,8,3,186000,230.0,1212,1,1
213,60,0,72.0,8640,1,2,3,3,0,4,0,19,2,0,0,3,7,5,0,0,7,9,2,0.0,3,2,2,2,2,3,2,822,0,0,78,900,0,0,1,3,0,1852,1,0,2,1,3,1,2,7,4,1,4,0,2009.0,1,2,3,2,168,108,0,0,0,0,0,4,1,0,7,6,4,252678,322.0,1852,0,0
217,20,2,65.0,8450,1,2,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,1,266.0,2,2,2,2,2,2,2,946,0,0,490,1436,0,0,1,3,0,1436,1,0,2,0,3,1,2,8,4,0,5,0,2004.0,2,2,3,2,139,98,0,0,0,0,0,4,1,0,4,8,3,210000,242.0,1436,4,4
220,120,2,43.0,3010,1,2,3,3,0,4,0,0,2,0,3,2,7,5,0,0,7,9,1,16.0,2,2,2,2,2,0,2,16,0,0,1232,1248,0,0,1,3,0,1248,0,0,2,0,2,1,2,5,4,0,5,0,2005.0,0,2,3,2,108,0,0,0,0,0,0,4,1,0,3,6,4,167240,219.0,1248,1,0
221,20,2,73.0,8990,1,2,0,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,2,0.0,2,2,2,2,2,2,5,0,0,0,1498,1498,0,0,1,3,0,1498,0,0,2,0,2,1,2,5,4,0,5,0,2006.0,1,2,3,2,351,33,0,0,0,0,0,4,1,0,4,6,4,204900,337.0,1498,0,0
222,60,2,0.0,8068,1,2,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,1010,1010,0,0,1,3,0,2267,0,0,2,1,4,1,2,8,4,1,4,2,2002.0,1,2,3,2,120,46,0,0,0,0,0,4,1,0,12,4,3,200000,195.0,2267,7,7
227,60,2,82.0,9950,1,2,0,3,0,4,0,13,2,0,0,3,7,5,0,0,7,9,1,290.0,2,2,2,2,2,3,2,565,0,0,638,1203,0,0,1,3,0,2520,0,0,2,1,4,1,2,9,4,1,4,0,1995.0,1,2,3,2,224,114,0,0,0,0,0,4,1,0,6,8,0,290000,240.0,2520,12,12
229,20,2,70.0,8521,1,2,3,3,0,2,0,17,1,0,0,2,5,5,0,0,3,3,2,0.0,3,2,1,3,2,3,0,842,0,0,70,912,0,3,1,3,0,912,0,0,1,0,3,1,3,5,4,1,1,3,1974.0,2,2,3,2,0,0,0,0,0,0,0,2,1,0,5,8,3,125000,336.0,912,43,43
230,120,2,43.0,3182,1,2,3,3,0,4,0,0,2,0,3,2,7,5,0,0,7,9,1,16.0,2,2,2,2,2,0,2,16,0,0,1357,1373,0,0,1,3,0,1555,0,0,2,0,2,1,2,7,4,1,4,0,2005.0,0,2,3,2,143,20,0,0,0,0,0,4,1,0,5,8,3,192500,215.0,1555,4,3
235,60,2,0.0,7851,1,2,3,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,4,0.0,2,2,2,2,2,3,2,625,0,0,235,860,0,0,1,3,0,1960,1,0,2,1,4,1,2,8,4,2,4,2,2002.0,0,2,3,2,288,48,0,0,0,0,0,4,1,0,5,8,3,216500,220.0,1960,8,8
237,20,2,65.0,8773,1,2,3,3,0,2,0,3,2,0,0,2,7,5,0,0,7,9,1,98.0,2,2,2,2,2,0,2,24,0,0,1390,1414,0,0,1,3,0,1414,0,0,2,0,3,1,2,6,4,0,5,0,2004.0,1,2,3,2,132,105,0,0,0,0,0,4,1,0,5,8,3,185500,247.0,1414,6,6
240,50,2,52.0,8741,1,2,3,3,0,4,0,5,2,0,0,0,6,4,0,0,7,9,2,0.0,3,2,1,3,0,3,3,94,0,0,641,735,0,3,1,0,0,1487,0,0,1,1,3,1,3,7,4,1,2,3,1949.0,2,2,3,2,0,140,0,0,0,0,0,2,1,0,4,8,3,113000,220.0,1487,65,60
241,20,0,75.0,9000,1,2,3,3,0,4,0,19,2,0,0,2,8,5,0,0,7,9,3,36.0,2,2,2,2,2,0,2,1078,0,0,488,1566,0,0,1,3,0,1566,1,0,2,0,3,1,2,7,4,0,5,0,2008.0,1,2,3,2,144,168,0,0,0,0,0,4,1,0,4,8,3,262500,375.0,1566,2,2
245,60,2,0.0,8880,1,2,0,3,0,4,0,18,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,695,0,0,253,948,0,0,1,3,0,2110,1,0,2,1,3,1,2,8,4,2,1,0,1994.0,1,2,3,2,0,130,0,0,0,0,0,4,1,0,5,8,3,205000,231.0,2110,16,8
248,20,2,75.0,11310,1,2,3,3,0,4,0,10,2,0,0,2,6,5,2,0,8,1,2,0.0,3,2,1,3,2,3,5,0,0,0,1367,1367,0,0,1,3,0,1375,0,0,1,0,2,1,3,5,4,1,4,0,1954.0,2,2,3,2,0,30,0,0,0,0,0,4,1,0,6,8,3,140000,225.0,1375,52,52
249,60,2,72.0,11317,1,2,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,1,101.0,2,2,2,2,2,3,5,0,0,0,840,840,0,0,1,3,0,1668,0,0,2,1,3,1,2,8,4,0,5,0,2003.0,1,2,3,2,144,68,0,0,0,0,0,4,1,0,9,8,3,180000,250.0,1668,4,4
253,60,2,65.0,8366,1,2,0,3,0,4,0,18,2,0,0,3,6,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,798,798,0,0,1,3,0,1640,0,0,2,1,3,1,2,6,4,0,5,0,2004.0,1,2,3,2,138,45,0,0,0,0,0,4,1,0,12,8,3,173000,260.0,1640,4,4
255,20,2,70.0,8400,1,2,3,3,0,4,0,10,2,0,0,2,5,6,0,0,4,5,2,0.0,3,1,1,3,2,3,4,922,0,0,392,1314,0,3,1,3,0,1314,1,0,1,0,3,1,3,5,4,0,5,0,1957.0,1,2,3,2,250,0,0,0,0,0,0,4,1,0,6,8,3,145000,294.0,1314,53,53
256,60,2,66.0,8738,1,2,0,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,1,302.0,2,2,2,2,2,3,5,0,0,0,975,975,0,0,1,3,0,2291,0,0,2,1,4,1,2,8,4,1,4,2,1999.0,0,2,3,2,192,0,0,0,0,0,0,4,1,0,2,8,3,230000,214.0,2291,7,7
257,60,0,64.0,8791,1,2,0,3,0,4,0,19,2,0,0,3,6,5,0,0,7,9,2,0.0,2,2,2,2,2,3,4,503,0,0,361,864,0,0,1,3,0,1728,0,0,2,1,3,1,2,7,4,0,5,0,2003.0,1,2,3,2,216,56,0,0,0,0,0,4,1,0,5,8,3,207500,336.0,1728,5,5
258,20,2,68.0,8814,1,2,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,3,180.0,2,2,2,2,2,3,2,1334,0,0,270,1604,0,0,1,3,0,1604,1,0,2,1,3,1,2,8,4,1,2,0,2006.0,1,2,3,2,123,110,0,0,0,0,0,4,1,0,3,8,0,220000,330.0,1604,3,3
262,60,2,69.0,9588,1,2,0,3,0,4,0,3,2,0,0,3,8,5,0,0,2,2,3,270.0,2,2,2,0,2,3,5,0,0,0,1482,1482,0,0,1,3,0,2574,0,0,2,1,3,1,0,10,4,1,2,2,2007.0,0,2,3,2,0,148,0,0,0,0,0,4,1,0,11,6,4,276000,289.0,2574,0,0
263,80,2,88.0,8471,1,2,0,3,0,0,0,17,2,0,0,5,6,7,0,0,3,6,1,46.0,3,2,1,2,1,0,0,506,0,0,0,506,0,3,1,3,0,1212,1,0,1,0,3,1,3,6,4,1,4,0,1978.0,2,2,3,2,292,12,0,0,0,0,0,1,1,0,7,8,3,151000,246.0,1212,29,11
265,30,3,30.0,5232,1,0,2,0,0,4,0,15,0,0,0,2,5,5,0,0,8,10,2,0.0,3,2,0,1,2,3,5,0,0,0,680,680,0,2,0,2,0,764,0,0,1,0,2,1,3,4,4,0,5,3,1965.0,2,2,3,0,0,0,0,0,0,0,0,4,1,0,6,8,3,73000,252.0,764,83,4
267,60,2,70.0,11207,1,2,0,1,0,2,0,6,2,0,0,3,6,5,0,0,7,9,2,0.0,3,2,2,2,2,0,2,714,0,0,88,802,0,2,1,3,0,1511,1,0,2,1,3,1,3,8,4,1,4,0,1997.0,0,2,3,2,95,75,0,0,0,0,0,4,1,0,6,8,3,185000,206.0,1511,9,9
270,20,2,0.0,7917,1,2,0,3,0,0,0,5,2,0,0,2,6,7,2,0,3,3,1,174.0,3,1,1,3,1,3,1,751,0,0,392,1143,0,3,1,3,0,1113,1,0,1,1,3,1,3,6,4,1,1,0,1987.0,1,2,1,2,370,30,0,0,0,0,0,0,1,0,5,8,3,148000,504.0,1113,31,31
273,60,2,92.0,11764,1,2,0,3,0,1,0,13,2,0,0,3,8,7,0,0,7,9,1,348.0,2,2,2,2,2,3,2,524,0,0,628,1152,0,0,1,3,0,2270,0,0,2,1,4,1,2,9,4,1,2,0,1999.0,0,2,3,2,132,57,0,0,0,0,0,4,1,0,4,8,3,290000,223.0,2270,11,3
275,20,2,76.0,8314,1,2,3,3,0,0,0,9,2,0,0,2,5,7,0,0,3,4,2,0.0,3,2,1,3,2,1,0,546,0,0,270,816,0,3,1,3,0,816,0,0,1,0,2,1,3,5,4,0,5,0,1982.0,2,2,3,2,168,0,0,0,0,0,0,4,1,0,6,8,3,124500,264.0,816,25,25
280,60,2,83.0,10005,1,2,3,3,0,4,0,2,2,0,0,3,7,5,2,0,5,6,1,299.0,3,2,1,2,2,3,1,392,0,0,768,1160,0,0,1,3,0,2022,0,0,2,1,4,1,3,8,4,1,4,0,1977.0,0,2,3,2,288,117,0,0,0,0,0,4,1,0,3,8,3,192000,252.0,2022,31,31
282,20,0,60.0,7200,1,1,3,3,0,4,0,19,2,0,0,2,6,5,0,0,7,9,3,68.0,2,2,2,2,2,3,2,905,0,0,357,1262,0,2,1,3,0,1262,0,0,2,0,2,1,2,5,4,0,5,0,2006.0,0,2,3,2,0,120,0,0,0,0,0,4,1,0,5,6,4,185000,286.0,1262,0,0
283,120,2,34.0,5063,1,2,3,3,0,4,0,14,2,0,2,2,7,5,0,0,7,9,3,166.0,2,2,2,2,2,3,2,904,0,0,410,1314,0,0,1,3,0,1314,1,0,2,0,2,1,2,6,4,1,2,0,2008.0,1,2,3,2,172,62,0,0,0,0,0,4,1,0,4,5,3,207500,313.0,1314,2,1
284,20,2,74.0,9612,1,2,3,3,0,4,0,19,1,0,0,2,8,5,0,0,7,9,3,72.0,2,2,2,2,2,3,5,0,0,0,1468,1468,0,0,1,3,0,1468,0,0,2,0,3,1,2,6,4,1,2,0,2008.0,0,2,3,2,210,150,0,0,0,0,0,4,1,0,12,6,4,244600,299.0,1468,1,0
288,20,2,0.0,8125,1,2,0,3,0,0,0,10,2,0,0,2,4,4,0,0,3,3,2,0.0,3,2,1,3,2,3,1,614,0,0,244,858,0,3,1,3,0,858,0,0,1,0,3,1,3,5,4,0,5,4,0.0,3,3,4,2,0,0,0,0,0,0,0,4,1,0,6,8,3,88000,0.0,858,35,35
289,20,2,0.0,9819,1,2,0,3,0,4,0,17,2,0,0,2,5,5,0,0,4,5,1,31.0,3,1,1,3,2,3,1,450,0,0,432,882,0,3,1,3,0,900,0,0,1,0,3,1,3,5,4,0,5,3,1970.0,2,2,3,2,0,0,0,0,0,0,0,2,1,0,2,8,3,122000,280.0,900,43,43
295,20,2,80.0,9600,1,2,3,3,0,4,0,10,2,0,0,2,6,5,2,0,3,3,3,238.0,3,2,1,3,2,3,2,1285,0,0,131,1416,0,3,1,3,0,1644,1,0,1,0,3,1,3,7,4,2,2,0,1953.0,0,2,3,2,110,0,0,0,0,0,0,4,1,0,10,8,3,167000,209.0,1644,56,56
296,80,2,37.0,7937,1,2,0,3,0,1,0,9,2,0,0,5,6,6,0,0,3,3,2,0.0,3,2,1,3,2,0,2,819,0,0,184,1003,0,3,1,3,0,1003,1,0,1,0,3,1,3,6,4,0,5,3,1984.0,2,2,3,2,120,0,0,0,0,0,0,0,1,0,3,8,3,142500,294.0,1003,22,22
297,50,3,75.0,13710,1,2,3,3,0,4,0,7,2,0,0,0,5,5,0,0,8,10,2,0.0,3,2,1,3,2,3,1,420,0,0,490,910,0,3,1,0,0,1558,0,0,1,1,4,1,3,6,4,0,5,0,1950.0,2,2,3,2,289,0,0,0,0,0,0,2,1,0,6,8,3,152000,282.0,1558,57,57
302,60,2,66.0,16226,1,2,2,3,0,4,0,3,2,0,0,3,8,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,281,0,0,747,1028,0,0,1,3,0,2452,0,0,2,1,4,1,2,9,4,1,4,2,1998.0,0,2,3,2,208,50,0,0,0,0,0,4,1,0,5,8,3,267000,341.0,2452,9,8
304,20,2,70.0,9800,1,2,3,3,0,0,0,3,2,0,0,2,5,7,0,0,7,9,2,0.0,3,2,2,3,2,3,0,894,0,0,0,894,0,3,1,3,0,894,1,0,1,0,3,1,3,5,4,0,5,0,1975.0,2,2,3,2,256,0,0,0,0,0,0,1,1,0,7,8,0,149900,276.0,894,34,34
306,20,2,80.0,10386,1,2,3,3,0,4,0,3,2,0,0,2,8,5,0,0,2,2,3,246.0,2,2,2,2,2,3,2,1464,0,0,536,2000,0,0,1,3,0,2000,1,0,2,0,3,1,2,8,4,0,5,0,2004.0,0,2,3,2,168,0,0,0,0,0,0,4,1,0,7,8,3,305900,296.0,2000,3,2
308,50,3,0.0,7920,1,0,0,3,0,4,0,7,0,0,0,0,6,7,0,0,4,5,2,0.0,3,0,1,3,2,3,5,0,0,0,319,319,0,3,1,0,0,1406,0,0,1,0,3,1,1,6,4,0,5,4,0.0,3,3,4,0,0,144,0,0,0,0,0,2,1,0,3,8,3,89500,0.0,1406,88,58
309,30,2,0.0,12342,1,2,0,3,0,4,0,5,2,0,0,2,4,5,0,0,7,9,2,0.0,3,2,1,3,2,3,1,262,0,0,599,861,0,0,1,3,0,861,0,0,1,0,1,1,3,4,4,0,5,3,1961.0,2,2,3,2,158,0,0,0,0,0,0,4,1,0,3,8,3,82500,269.0,861,69,59
311,60,2,0.0,7685,1,2,0,3,0,4,0,6,2,0,0,3,6,5,0,0,3,3,1,112.0,3,2,2,2,2,3,0,518,0,0,179,697,0,2,1,3,0,1501,0,0,2,1,3,1,2,6,4,1,4,0,1993.0,0,2,3,2,190,63,0,0,0,0,0,4,1,0,5,8,3,165600,210.0,1501,13,12
312,20,2,50.0,8000,1,2,3,3,0,4,0,10,2,0,0,2,6,6,0,0,7,9,2,0.0,3,1,1,3,2,3,0,680,0,0,292,972,0,0,1,3,0,972,1,0,1,0,2,1,3,5,4,1,2,3,1948.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,5,8,3,132000,240.0,972,61,7
316,60,2,71.0,7795,1,2,0,3,0,4,0,6,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,2,425,0,0,291,716,0,0,1,3,0,1432,1,0,2,1,3,1,2,6,4,1,2,0,2004.0,0,2,3,2,100,51,0,0,0,0,0,4,1,0,7,8,3,188500,216.0,1432,5,4
320,80,2,0.0,14115,1,2,3,3,0,4,0,12,2,0,0,5,7,5,0,0,5,6,1,225.0,3,2,1,2,2,0,2,1036,0,0,336,1372,0,3,1,3,0,1472,1,0,2,0,3,1,3,6,4,2,4,0,1980.0,2,2,3,2,233,48,0,0,0,0,0,4,1,0,6,8,3,187500,294.0,1472,29,29
327,120,2,32.0,10846,1,2,0,3,0,1,0,22,2,0,3,2,8,5,0,0,1,1,2,0.0,2,2,2,2,2,1,2,1619,0,0,100,1719,0,0,1,3,0,1719,2,0,1,1,1,1,2,6,4,2,2,0,1993.0,0,2,3,2,122,30,0,0,0,0,0,4,1,0,5,2,3,324000,236.0,1719,15,15
328,20,2,80.0,11600,1,2,3,3,0,4,0,10,2,0,0,2,6,5,2,0,8,10,1,175.0,3,2,1,3,2,3,4,565,0,0,818,1383,0,3,1,3,0,1383,0,0,1,1,3,1,3,7,4,0,5,0,1960.0,1,2,3,2,0,45,0,0,0,0,0,4,1,0,4,8,3,145250,292.0,1383,46,46
332,20,2,70.0,8176,1,2,3,3,0,4,0,10,2,0,0,2,5,6,0,0,8,10,2,0.0,3,2,1,3,2,3,4,846,0,0,210,1056,0,1,1,3,0,1056,1,0,1,0,3,1,3,6,4,0,5,0,1958.0,1,2,3,2,0,0,0,0,0,0,0,4,1,0,8,8,3,139000,308.0,1056,49,15
334,120,3,59.0,8198,1,2,3,3,0,3,0,14,2,0,3,2,7,5,0,0,7,9,3,146.0,2,2,2,2,2,0,2,720,0,0,638,1358,0,0,1,3,0,1358,1,0,2,0,2,1,2,6,4,1,2,0,2004.0,1,2,3,2,192,30,0,0,0,0,0,4,1,0,7,8,3,207000,242.0,1358,4,4
335,60,2,59.0,9042,1,2,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,2,0.0,3,2,2,2,2,1,2,828,0,0,115,943,0,2,1,3,0,1638,1,0,2,1,3,1,3,7,4,2,4,0,1998.0,0,2,3,2,100,38,0,0,0,0,0,4,1,0,7,8,3,192000,236.0,1638,10,10
338,20,2,70.0,9135,1,2,3,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,1,113.0,2,2,2,2,2,0,2,810,0,0,726,1536,0,0,1,3,0,1536,1,0,2,0,3,1,2,7,4,0,5,0,2002.0,1,2,3,2,192,74,0,0,0,0,0,4,1,0,12,8,3,214000,266.0,1536,6,5
341,60,2,85.0,14191,1,2,3,3,0,4,0,21,2,0,0,3,8,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,967,967,0,0,1,3,0,1908,0,0,2,1,4,1,2,9,4,0,5,0,2002.0,0,2,3,2,135,0,0,0,0,0,0,4,1,0,4,8,3,202900,215.0,1908,8,8
346,50,2,65.0,6435,1,2,3,3,0,4,0,1,5,0,0,0,6,5,0,0,4,5,2,0.0,3,2,0,3,2,3,5,0,0,0,972,972,0,2,1,3,0,1577,0,0,1,0,3,1,1,6,4,1,2,3,1939.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,10,8,3,140200,312.0,1577,67,56
348,20,2,0.0,17600,1,2,0,3,0,4,0,10,2,0,0,2,6,5,0,0,8,10,1,30.0,3,2,1,3,2,3,1,1270,0,0,208,1478,0,0,1,0,0,1478,1,0,2,0,3,1,3,6,4,2,2,0,1960.0,2,2,3,2,0,40,0,0,0,0,0,4,1,0,12,8,3,157500,249.0,1478,49,49
357,20,2,0.0,9248,1,2,0,3,0,4,0,6,2,0,0,2,6,6,0,0,3,3,1,106.0,3,2,2,2,2,3,2,560,0,0,598,1158,0,2,1,3,0,1167,1,0,2,0,3,1,2,6,4,0,5,0,1992.0,1,2,3,2,120,26,0,0,0,0,0,4,1,0,7,8,3,173000,200.0,1167,17,17
362,50,2,0.0,9144,1,1,3,3,0,4,0,1,2,0,0,0,5,5,0,0,4,5,2,0.0,3,2,1,3,2,3,4,399,0,0,484,883,0,2,1,3,0,1505,1,0,1,0,3,1,3,8,4,0,5,3,1940.0,2,2,3,0,0,0,0,0,0,0,0,4,1,0,7,8,3,145000,240.0,1505,68,26
369,20,2,78.0,7800,1,2,3,3,0,4,0,10,2,0,0,2,5,6,0,0,3,3,1,200.0,3,2,2,3,2,3,3,540,0,0,728,1268,0,2,1,3,0,1268,0,0,1,0,2,1,3,7,4,1,2,0,1954.0,0,2,3,2,0,98,0,0,0,0,0,4,1,0,3,8,3,132000,244.0,1268,56,56
371,60,2,0.0,8121,1,2,0,3,0,4,0,6,2,0,0,3,6,5,0,0,7,9,2,0.0,3,2,2,2,2,3,5,0,0,0,953,953,0,0,1,3,0,1664,0,0,2,1,3,1,3,7,4,1,4,0,2000.0,1,2,3,2,100,40,0,0,0,0,0,4,1,0,1,8,3,172400,230.0,1664,6,6
375,60,2,65.0,8200,1,2,3,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,3,5,0,0,0,847,847,0,0,1,3,0,1928,0,0,2,1,4,1,2,8,4,1,2,2,2003.0,0,2,3,2,100,48,0,0,0,0,0,4,1,0,7,8,3,219500,217.0,1928,4,3
377,85,2,57.0,8846,1,2,0,3,0,1,0,3,2,0,0,4,5,5,0,0,7,9,2,0.0,2,2,2,2,2,0,2,298,0,0,572,870,0,0,1,3,0,914,0,0,1,0,2,1,3,5,4,0,5,3,1998.0,2,2,3,2,0,0,0,0,0,0,0,4,1,0,7,8,3,148000,288.0,914,10,10
380,60,2,60.0,8123,1,2,0,3,0,4,0,6,5,0,0,3,6,5,0,0,7,9,1,16.0,3,2,2,2,2,3,5,0,0,0,982,982,0,0,1,3,0,1800,0,0,2,1,3,1,3,7,4,1,4,0,2000.0,0,2,3,2,100,63,0,0,0,0,0,4,1,0,6,8,3,179000,231.0,1800,9,9
382,20,0,60.0,7200,1,1,3,3,0,4,0,19,2,0,0,2,7,5,0,0,7,9,2,0.0,2,2,2,2,1,3,5,0,0,0,1293,1293,0,0,1,3,0,1301,1,0,2,0,2,1,2,5,4,1,2,0,2006.0,1,2,3,2,216,121,0,0,0,0,0,4,1,0,8,6,4,187750,286.0,1301,0,0
383,60,2,79.0,9245,1,2,0,3,0,4,0,3,2,0,0,3,7,5,0,0,7,9,2,0.0,2,2,2,2,2,0,5,0,0,0,939,939,0,0,1,3,0,1797,0,0,2,1,3,1,2,8,4,0,5,0,2006.0,1,2,3,2,144,53,0,0,0,0,0,4,1,0,4,8,3,213500,319.0,1797,1,1
388,80,2,72.0,7200,1,2,3,3,0,4,0,5,2,0,0,5,6,6,2,0,4,5,1,255.0,3,2,1,3,2,0,0,631,0,0,410,1041,0,0,1,3,0,1125,1,0,1,0,3,1,3,6,4,1,1,3,1977.0,2,2,3,2,296,0,0,0,0,0,0,1,1,0,10,8,0,125000,352.0,1125,33,33
389,20,2,93.0,9382,1,2,0,3,0,1,0,3,2,0,0,2,7,5,0,0,7,9,1,125.0,2,2,2,2,2,3,5,0,0,0,1468,1468,0,0,1,3,0,1479,0,0,2,0,3,1,2,6,4,0,5,0,1999.0,1,2,3,2,120,25,0,0,0,0,0,4,1,0,7,8,3,191000,288.0,1479,9,8
394,30,2,0.0,7446,1,2,3,3,0,0,0,1,1,0,0,2,4,5,0,0,9,11,2,0.0,3,2,1,3,2,3,4,266,0,0,522,788,0,3,1,0,0,788,0,0,1,0,2,1,3,4,4,2,4,4,0.0,3,3,4,2,0,0,0,0,0,0,0,1,1,0,4,8,0,100000,0.0,788,65,56
395,50,2,60.0,10134,1,2,3,3,0,4,0,15,2,0,0,0,5,6,0,0,4,5,2,0.0,3,2,1,3,2,3,5,0,0,0,735,735,0,2,1,0,0,1034,0,0,1,0,2,1,3,5,4,0,5,3,1940.0,2,2,3,2,0,39,0,0,0,0,0,4,1,0,7,8,3,109000,240.0,1034,67,57
396,20,2,68.0,9571,1,2,3,3,0,4,0,5,2,0,0,2,5,6,0,0,8,10,2,0.0,3,2,1,3,2,0,1,739,0,0,405,1144,0,3,1,3,0,1144,1,0,1,0,3,1,3,6,4,0,5,0,1956.0,2,2,3,2,44,0,0,0,0,0,0,4,1,0,6,8,3,129000,596.0,1144,54,54
397,20,2,60.0,7200,1,2,3,2,0,4,0,3,2,0,0,2,5,5,2,0,4,5,2,0.0,3,2,1,3,2,0,4,777,0,0,117,894,0,3,1,3,0,894,0,0,1,0,2,1,3,6,4,0,5,3,1985.0,1,2,3,2,215,0,0,0,0,0,0,4,1,0,9,8,3,123000,300.0,894,37,37
398,60,2,69.0,7590,1,2,3,3,0,4,0,10,3,0,0,3,5,5,0,0,7,9,1,288.0,3,2,1,3,2,3,0,540,0,0,324,864,0,3,1,3,0,1812,0,0,2,0,4,1,3,8,4,1,4,0,1962.0,1,2,3,2,0,168,0,0,0,0,0,4,1,0,7,8,3,169500,264.0,1812,45,45
400,60,0,65.0,8125,1,2,3,3,0,4,0,19,2,0,0,3,7,5,0,0,2,2,3,100.0,2,2,2,2,2,3,2,812,0,0,280,1092,0,0,1,3,0,1550,1,0,2,0,2,1,2,7,4,0,5,0,2007.0,0,2,3,2,0,168,0,0,0,0,0,4,1,0,10,8,3,241000,219.0,1550,3,2
402,20,2,65.0,8767,1,2,0,3,0,4,0,3,2,0,0,2,7,5,0,0,7,9,2,0.0,2,2,2,2,2,0,2,24,0,0,1286,1310,0,0,1,3,0,1310,0,0,2,0,3,1,2,6,4,1,2,0,2005.0,0,2,3,2,0,0,0,0,0,0,0,4,1,0,7,6,4,164990,200.0,1310,1,1
405,60,2,0.0,10364,1,2,0,3,0,4,0,6,2,0,0,3,6,5,0,0,4,5,2,0.0,3,2,2,2,2,3,5,0,0,0,806,806,0,2,1,3,0,1572,0,0,2,1,3,1,3,7,4,1,4,2,1995.0,0,2,3,2,0,40,0,0,0,0,0,4,1,0,5,8,3,168000,186.0,1572,12,11
406,20,2,0.0,9991,1,2,0,3,0,0,0,17,1,0,0,2,4,4,0,0,5,6,2,0.0,3,2,1,3,2,3,1,1116,0,0,165,1281,0,0,1,3,0,1620,1,0,2,0,3,1,3,8,2,1,4,0,1993.0,2,2,3,2,120,78,0,0,0,0,0,1,1,0,6,8,3,150000,245.0,1620,33,16
410,60,0,85.0,10800,1,2,3,3,0,4,0,19,2,0,0,3,8,5,0,0,7,9,3,100.0,2,2,2,0,2,3,2,789,0,0,245,1034,0,0,1,3,0,2078,1,0,2,1,3,1,0,8,4,1,2,0,2008.0,0,2,3,2,0,102,0,0,0,0,0,4,1,0,4,6,4,339750,278.0,2078,1,0
416,20,2,73.0,8899,1,2,0,3,0,4,0,6,2,0,0,2,7,5,0,0,7,9,2,0.0,2,2,2,2,2,0,2,24,0,0,1316,1340,0,0,1,3,0,1340,0,0,2,0,3,1,2,6,4,0,5,0,2007.0,0,2,3,2,100,30,0,0,0,0,0,4,1,0,8,6,4,181134,198.0,1340,0,0
